order_id,rating
ORD_00711,5
ORD_00713,4
ORD_00714,1
ORD_00715,4
ORD_00716,3
ORD_00718,4
ORD_00720,4
ORD_00721,4
ORD_00722,2
ORD_00723,1
ORD_00725,3
ORD_00726,4
ORD_00727,2
ORD_00728,5
ORD_00729,3
ORD_00730,4
ORD_00732,4
ORD_00734,2
ORD_00737,5
ORD_00738,3
ORD_00739,4
ORD_00740,4
ORD_00741,3
ORD_00742,5
ORD_00743,5
ORD_00744,4
ORD_00746,4
ORD_00747,1
ORD_00748,5
ORD_00749,5
ORD_00750,5
ORD_00753,5
ORD_00755,4
ORD_00756,5
ORD_00757,1
ORD_00759,3
ORD_00760,4
ORD_00761,5
ORD_00763,5
ORD_00765,4
ORD_00767,4
ORD_00768,3
ORD_00769,5
ORD_00770,5
ORD_00772,5
ORD_00776,5
ORD_00778,1
ORD_00781,4
ORD_00782,1
ORD_00783,2
ORD_00784,5
ORD_00785,4
ORD_00786,5
ORD_00788,2
ORD_00789,4
ORD_00791,1
ORD_00792,4
ORD_00793,4
ORD_00797,4
ORD_00798,4
ORD_00799,4
ORD_00801,3
ORD_00803,1
ORD_00804,4
ORD_00806,5
ORD_00807,4
ORD_00810,3
ORD_00811,5
ORD_00812,5
ORD_00813,1
ORD_00814,4
ORD_00815,4
ORD_00816,5
ORD_00817,5
ORD_00818,4
ORD_00819,2
ORD_00820,3
ORD_00821,3
ORD_00822,4
ORD_00825,4
ORD_00826,3
ORD_00827,5
ORD_00828,4
ORD_00829,5
ORD_00830,5
ORD_00831,3
ORD_00832,4
ORD_00833,1
ORD_00834,3
ORD_00836,3
ORD_00838,3
ORD_00839,5
ORD_00840,3
ORD_00841,4
ORD_00842,4
ORD_00843,4
ORD_00845,4
ORD_00848,4
ORD_00849,4
ORD_00850,5
ORD_00851,1
ORD_00852,5
ORD_00853,4
ORD_00854,4
ORD_00855,1
ORD_00856,4
ORD_00858,3
ORD_00859,3
ORD_00860,5
ORD_00862,4
ORD_00863,4
ORD_00864,3
ORD_00865,4
ORD_00867,5
ORD_00870,5
ORD_00872,5
ORD_00875,5
ORD_00876,2
ORD_00877,4
ORD_00880,5
ORD_00882,4
ORD_00883,5
ORD_00884,5
ORD_00885,3
ORD_00891,3
ORD_00892,4
ORD_00893,5
ORD_00894,5
ORD_00896,4
ORD_00897,5
ORD_00899,3
ORD_00900,5
ORD_00907,2
ORD_00908,5
ORD_00909,1
ORD_00913,5
ORD_00914,5
ORD_00915,2
ORD_00918,3
ORD_00919,5
ORD_00920,5
ORD_00922,4
ORD_00923,5
ORD_00924,3
ORD_00925,3
ORD_00928,5
ORD_00929,5
ORD_00930,4
ORD_00933,1
ORD_00934,5
ORD_00935,3
ORD_00936,5
ORD_00938,2
ORD_00939,5
ORD_00940,5
ORD_00942,4
ORD_00943,5
ORD_00944,3
ORD_00946,5
ORD_00947,5
ORD_00950,5
ORD_00951,5
ORD_00953,3
ORD_00955,3
ORD_00956,4
ORD_00957,5
ORD_00958,3
ORD_00959,2
ORD_00960,5
ORD_00962,1
ORD_00963,2
ORD_00964,4
ORD_00965,5
ORD_00966,5
ORD_00967,4
ORD_00968,4
ORD_00970,5
ORD_00971,4
ORD_00972,4
ORD_00975,4
ORD_00976,4
ORD_00977,3
ORD_00979,2
ORD_00981,2
ORD_00983,5
ORD_00984,5
ORD_00985,4
ORD_00986,4
ORD_00989,5
ORD_00990,4
ORD_00991,2
ORD_00992,2
ORD_00993,3
ORD_00995,1
ORD_00997,5
ORD_01000,1
ORD_01001,1
ORD_01002,5
ORD_01003,5
ORD_01004,5
ORD_01006,3
ORD_01007,4
ORD_01008,2
ORD_01009,2
ORD_01010,3
ORD_01011,4
ORD_01015,5
ORD_01016,5
ORD_01017,4
ORD_01018,4
ORD_01022,4
ORD_01023,2
ORD_01025,4
ORD_01027,2
ORD_01028,2
ORD_01029,5
ORD_01030,5
ORD_01034,4
ORD_01036,3
ORD_01037,4
ORD_01039,5
ORD_01040,5
ORD_01041,3
ORD_01042,4
ORD_01043,3
ORD_01045,1
ORD_01046,5
ORD_01047,5
ORD_01049,3
ORD_01055,5
ORD_01057,3
ORD_01061,3
ORD_01062,1
ORD_01063,3
ORD_01065,5
ORD_01066,4
ORD_01067,4
ORD_01068,5
ORD_01073,4
ORD_01075,3
ORD_01076,3
ORD_01078,3
ORD_01079,5
ORD_01080,4
ORD_01081,5
ORD_01082,3
ORD_01083,5
ORD_01088,4
ORD_01090,5
ORD_01091,2
ORD_01092,3
ORD_01093,5
ORD_01094,5
ORD_01095,3
ORD_01098,5
ORD_01101,4
ORD_01102,2
ORD_01103,4
ORD_01106,3
ORD_01107,4
ORD_01111,1
ORD_01113,4
ORD_01114,3
ORD_01116,2
ORD_01118,5
ORD_01120,4
ORD_01124,5
ORD_01125,5
ORD_01126,5
ORD_01127,1
ORD_01136,1
ORD_01138,4
ORD_01139,5
ORD_01140,4
ORD_01141,4
ORD_01143,5
ORD_01144,5
ORD_01147,5
ORD_01148,4
ORD_01149,3
ORD_01151,1
ORD_01152,3
ORD_01153,1
ORD_01156,5
ORD_01157,3
ORD_01159,3
ORD_01161,4
ORD_01162,4
ORD_01163,3
ORD_01164,2
ORD_01166,2
ORD_01167,2
ORD_01169,5
ORD_01170,5
ORD_01172,4
ORD_01173,5
ORD_01177,2
ORD_01179,3
ORD_01181,2
ORD_01185,5
ORD_01186,1
ORD_01187,1
ORD_01188,5
ORD_01189,1
ORD_01191,5
ORD_01193,4
ORD_01194,4
ORD_01195,3
ORD_01196,3
ORD_01197,1
ORD_01200,1
ORD_01203,3
ORD_01204,4
ORD_01205,4
ORD_01208,4
ORD_01209,3
ORD_01210,5
ORD_01211,4
ORD_01212,4
ORD_01213,3
ORD_01215,5
ORD_01216,5
ORD_01217,5
ORD_01218,4
ORD_01220,5
ORD_01222,5
ORD_01223,5
ORD_01225,3
ORD_01226,3
ORD_01227,3
ORD_01228,4
ORD_01229,5
ORD_01231,4
ORD_01233,2
ORD_01234,2
ORD_01236,4
ORD_01237,5
ORD_01238,5
ORD_01239,4
ORD_01240,4
ORD_01242,3
ORD_01245,4
ORD_01247,5
ORD_01249,4
ORD_01250,3
ORD_01251,4
ORD_01253,4
ORD_01254,5
ORD_01256,1
ORD_01257,5
ORD_01258,4
ORD_01260,2
ORD_01262,1
ORD_01263,4
ORD_01264,3
ORD_01265,5
ORD_01267,4
ORD_01270,4
ORD_01272,5
ORD_01273,5
ORD_01274,4
ORD_01276,4
ORD_01277,5
ORD_01278,3
ORD_01279,4
ORD_01281,3
ORD_01283,5
ORD_01284,1
ORD_01285,4
ORD_01286,4
ORD_01287,4
ORD_01289,5
ORD_01290,4
ORD_01291,5
ORD_01292,4
ORD_01294,1
ORD_01295,5
ORD_01299,4
ORD_01301,5
ORD_01303,5
ORD_01304,3
ORD_01305,4
ORD_01307,3
ORD_01308,4
ORD_01310,2
ORD_01311,3
ORD_01312,4
ORD_01317,2
ORD_01318,5
ORD_01320,3
ORD_01321,5
ORD_01324,5
ORD_01325,5
ORD_01326,4
ORD_01327,4
ORD_01328,4
ORD_01329,2
ORD_01330,4
ORD_01332,2
ORD_01335,2
ORD_01337,5
ORD_01339,4
ORD_01340,4
ORD_01341,3
ORD_01343,1
ORD_01344,4
ORD_01345,4
ORD_01346,5
ORD_01348,3
ORD_01349,5
ORD_01350,1
ORD_01351,4
ORD_01352,3
ORD_01353,5
ORD_01355,3
ORD_01357,5
ORD_01358,3
ORD_01360,4
ORD_01361,1
ORD_01362,5
ORD_01363,4
ORD_01364,2
ORD_01365,4
ORD_01367,5
ORD_01368,5
ORD_01369,1
ORD_01370,4
ORD_01371,5
ORD_01372,4
ORD_01373,5
ORD_01374,5
ORD_01376,4
ORD_01377,1
ORD_01379,2
ORD_01380,5
ORD_01382,3
ORD_01383,2
ORD_01384,5
ORD_01386,4
ORD_01387,5
ORD_01388,5
ORD_01389,3
ORD_01390,3
ORD_01391,4
ORD_01395,5
ORD_01396,4
ORD_01397,1
ORD_01399,5
ORD_01401,2
ORD_01402,5
ORD_01404,1
ORD_01407,5
ORD_01408,4
ORD_01411,4
ORD_01412,5
ORD_01413,5
ORD_01414,4
ORD_01415,4
ORD_01417,5
ORD_01418,5
ORD_01419,2
ORD_01421,5
ORD_01422,4
ORD_01424,4
ORD_01425,1
ORD_01426,4
ORD_01427,4
ORD_01428,5
ORD_01429,4
ORD_01432,1
ORD_01433,4
ORD_01434,5
ORD_01436,4
ORD_01439,3
ORD_01440,2
ORD_01441,4
ORD_01444,3
ORD_01445,5
ORD_01447,4
ORD_01448,4
ORD_01449,3
ORD_01450,3
ORD_01451,5
ORD_01457,2
ORD_01458,3
ORD_01460,5
ORD_01462,2
ORD_01463,5
ORD_01464,4
ORD_01466,4
ORD_01467,4
ORD_01468,5
ORD_01469,3
ORD_01471,5
ORD_01472,3
ORD_01473,4
ORD_01475,5
ORD_01479,3
ORD_01481,3
ORD_01482,3
ORD_01484,3
ORD_01485,2
ORD_01487,5
ORD_01490,5
ORD_01491,4
ORD_01492,5
ORD_01493,5
ORD_01494,3
ORD_01495,4
ORD_01496,1
ORD_01497,5
ORD_01498,5
ORD_01500,3
ORD_01501,5
ORD_01502,3
ORD_01506,3
ORD_01507,4
ORD_01509,4
ORD_01510,3
ORD_01511,4
ORD_01513,5
ORD_01514,3
ORD_01517,4
ORD_01518,4
ORD_01520,2
ORD_01521,2
ORD_01525,5
ORD_01526,4
ORD_01530,4
ORD_01531,5
ORD_01533,5
ORD_01534,5
ORD_01535,4
ORD_01537,3
ORD_01539,3
ORD_01541,2
ORD_01543,1
ORD_01544,1
ORD_01546,3
ORD_01548,5
ORD_01549,5
ORD_01551,4
ORD_01553,4
ORD_01554,2
ORD_01555,3
ORD_01556,4
ORD_01557,4
ORD_01558,5
ORD_01559,5
ORD_01560,2
ORD_01561,4
ORD_01562,3
ORD_01564,4
ORD_01565,5
ORD_01566,5
ORD_01567,5
ORD_01568,5
ORD_01569,3
ORD_01570,5
ORD_01571,5
ORD_01572,3
ORD_01574,3
ORD_01575,4
ORD_01576,4
ORD_01577,3
ORD_01579,2
ORD_01581,5
ORD_01582,1
ORD_01583,3
ORD_01585,4
ORD_01588,4
ORD_01589,5
ORD_01592,4
ORD_01593,1
ORD_01595,5
ORD_01597,4
ORD_01598,3
ORD_01599,5
ORD_01600,3
ORD_01604,2
ORD_01605,5
ORD_01606,4
ORD_01608,5
ORD_01610,4
ORD_01611,4
ORD_01612,5
ORD_01613,3
ORD_01615,2
ORD_01617,4
ORD_01618,4
ORD_01619,5
ORD_01622,5
ORD_01623,5
ORD_01626,5
ORD_01628,5
ORD_01629,2
ORD_01631,3
ORD_01632,5
ORD_01634,4
ORD_01636,4
ORD_01637,4
ORD_01638,5
ORD_01639,3
ORD_01642,1
ORD_01644,4
ORD_01645,4
ORD_01646,3
ORD_01647,5
ORD_01648,4
ORD_01650,3
ORD_01651,5
ORD_01652,1
ORD_01653,4
ORD_01655,3
ORD_01657,3
ORD_01658,5
ORD_01660,5
ORD_01663,1
ORD_01664,5
ORD_01665,4
ORD_01666,5
ORD_01667,5
ORD_01669,4
ORD_01670,4
ORD_01672,4
ORD_01673,4
ORD_01674,3
ORD_01675,4
ORD_01676,5
ORD_01679,2
ORD_01681,4
ORD_01682,1
ORD_01683,3
ORD_01684,5
ORD_01685,4
ORD_01686,3
ORD_01687,5
ORD_01688,3
ORD_01689,5
ORD_01690,3
ORD_01692,3
ORD_01694,5
ORD_01696,3
ORD_01697,1
ORD_01698,4
ORD_01700,3
ORD_01701,4
ORD_01703,4
ORD_01704,5
ORD_01705,2
ORD_01706,1
ORD_01708,4
ORD_01709,3
ORD_01710,5
ORD_01711,1
ORD_01712,5
ORD_01714,5
ORD_01715,1
ORD_01717,3
ORD_01718,1
ORD_01719,5
ORD_01722,4
ORD_01725,2
ORD_01728,4
ORD_01729,4
ORD_01731,2
ORD_01732,5
ORD_01734,5
ORD_01735,4
ORD_01736,4
ORD_01738,5
ORD_01740,1
ORD_01741,2
ORD_01742,2
ORD_01745,4
ORD_01747,4
ORD_01749,3
ORD_01750,4
ORD_01751,4
ORD_01753,5
ORD_01754,5
ORD_01756,5
ORD_01758,4
ORD_01759,5
ORD_01761,4
ORD_01763,5
ORD_01764,2
ORD_01765,4
ORD_01766,1
ORD_01767,3
ORD_01770,3
ORD_01771,3
ORD_01773,5
ORD_01774,5
ORD_01775,3
ORD_01777,1
ORD_01778,3
ORD_01780,3
ORD_01782,3
ORD_01785,1
ORD_01786,5
ORD_01787,4
ORD_01788,2
ORD_01789,5
ORD_01790,5
ORD_01791,4
ORD_01792,5
ORD_01794,5
ORD_01795,5
ORD_01797,5
ORD_01798,4
ORD_01799,4
ORD_01800,5
ORD_01801,2
ORD_01803,4
ORD_01804,5
ORD_01805,4
ORD_01807,5
ORD_01808,5
ORD_01809,1
ORD_01810,5
ORD_01811,4
ORD_01813,4
ORD_01816,3
ORD_01819,5
ORD_01820,4
ORD_01821,1
ORD_01825,5
ORD_01826,5
ORD_01828,5
ORD_01829,5
ORD_01832,5
ORD_01833,5
ORD_01834,4
ORD_01835,5
ORD_01836,5
ORD_01837,2
ORD_01839,5
ORD_01840,5
ORD_01841,4
ORD_01842,4
ORD_01844,3
ORD_01845,5
ORD_01846,5
ORD_01852,4
ORD_01853,1
ORD_01854,5
ORD_01859,4
ORD_01860,4
ORD_01861,4
ORD_01863,2
ORD_01865,5
ORD_01867,5
ORD_01868,5
ORD_01869,5
ORD_01870,4
ORD_01871,4
ORD_01872,5
ORD_01875,3
ORD_01877,2
ORD_01878,4
ORD_01879,4
ORD_01881,4
ORD_01882,5
ORD_01883,1
ORD_01884,3
ORD_01886,5
ORD_01889,5
ORD_01890,5
ORD_01892,5
ORD_01893,3
ORD_01894,2
ORD_01896,4
ORD_01897,5
ORD_01899,5
ORD_01901,5
ORD_01904,4
ORD_01905,2
ORD_01908,4
ORD_01909,4
ORD_01911,5
ORD_01913,4
ORD_01914,5
ORD_01916,5
ORD_01923,3
ORD_01925,2
ORD_01926,5
ORD_01927,4
ORD_01929,3
ORD_01930,5
ORD_01931,3
ORD_01932,4
ORD_01933,2
ORD_01934,1
ORD_01935,4
ORD_01936,5
ORD_01937,5
ORD_01938,3
ORD_01941,1
ORD_01943,5
ORD_01944,5
ORD_01945,3
ORD_01946,4
ORD_01947,4
ORD_01949,5
ORD_01950,5
ORD_01951,2
ORD_01953,5
ORD_01955,4
ORD_01956,5
ORD_01958,1
ORD_01962,5
ORD_01964,3
ORD_01966,3
ORD_01967,4
ORD_01968,5
ORD_01972,4
ORD_01973,3
ORD_01974,5
ORD_01976,3
ORD_01977,4
ORD_01979,5
ORD_01981,4
ORD_01982,3
ORD_01983,3
ORD_01984,4
ORD_01987,5
ORD_01988,5
ORD_01989,1
ORD_01990,1
ORD_01991,4
ORD_01992,5
ORD_01993,5
ORD_01994,3
ORD_01996,5
ORD_01997,2
ORD_01998,3
ORD_01999,5
ORD_02001,5
ORD_02003,5
ORD_02004,4
ORD_02005,4
ORD_02006,4
ORD_02008,4
ORD_02010,2
ORD_02014,5
ORD_02015,4
ORD_02017,1
ORD_02018,5
ORD_02020,4
ORD_02022,4
ORD_02024,5
ORD_02025,3
ORD_02026,5
ORD_02027,3
ORD_02028,3
ORD_02029,4
ORD_02032,1
ORD_02033,5
ORD_02034,2
ORD_02035,4
ORD_02036,4
ORD_02038,5
ORD_02039,4
ORD_02043,5
ORD_02044,4
ORD_02048,4
ORD_02049,5
ORD_02052,5
ORD_02053,5
ORD_02055,5
ORD_02058,3
ORD_02061,2
ORD_02062,4
ORD_02063,3
ORD_02064,5
ORD_02067,3
ORD_02068,5
ORD_02069,4
ORD_02072,5
ORD_02073,5
ORD_02074,1
ORD_02076,2
ORD_02077,2
ORD_02078,5
ORD_02079,3
ORD_02080,5
ORD_02081,5
ORD_02084,3
ORD_02085,5
ORD_02087,5
ORD_02089,5
ORD_02091,2
ORD_02093,5
ORD_02094,5
ORD_02101,3
ORD_02106,5
ORD_02108,1
ORD_02109,4
ORD_02112,4
ORD_02113,3
ORD_02115,4
ORD_02118,5
ORD_02119,3
ORD_02122,1
ORD_02124,1
ORD_02126,4
ORD_02129,3
ORD_02130,5
ORD_02132,1
ORD_02135,5
ORD_02137,1
ORD_02139,5
ORD_02140,3
ORD_02143,3
ORD_02145,5
ORD_02146,5
ORD_02148,3
ORD_02149,3
ORD_02151,5
ORD_02152,1
ORD_02155,5
ORD_02156,5
ORD_02157,1
ORD_02159,5
ORD_02160,1
ORD_02161,2
ORD_02162,4
ORD_02163,5
ORD_02165,4
ORD_02168,4
ORD_02169,5
ORD_02173,2
ORD_02174,1
ORD_02176,4
ORD_02177,1
ORD_02178,5
ORD_02179,5
ORD_02181,4
ORD_02182,4
ORD_02183,5
ORD_02184,1
ORD_02186,5
ORD_02187,3
ORD_02188,4
ORD_02189,5
ORD_02190,5
ORD_02191,5
ORD_02192,3
ORD_02193,2
ORD_02195,1
ORD_02196,4
ORD_02198,4
ORD_02199,5
ORD_02201,2
ORD_02202,3
ORD_02203,4
ORD_02204,5
ORD_02206,4
ORD_02209,5
ORD_02210,5
ORD_02212,3
ORD_02215,4
ORD_02218,5
ORD_02219,4
ORD_02221,5
ORD_02222,4
ORD_02223,3
ORD_02224,2
ORD_02229,3
ORD_02230,5
ORD_02231,3
ORD_02233,2
ORD_02235,5
ORD_02236,5
ORD_02237,5
ORD_02239,4
ORD_02241,3
ORD_02242,3
ORD_02243,2
ORD_02244,4
ORD_02245,5
ORD_02246,1
ORD_02248,5
ORD_02250,2
ORD_02252,5
ORD_02255,4
ORD_02257,5
ORD_02259,5
ORD_02261,5
ORD_02266,4
ORD_02267,5
ORD_02268,5
ORD_02269,2
ORD_02270,5
ORD_02271,4
ORD_02273,4
ORD_02274,2
ORD_02275,5
ORD_02276,3
ORD_02278,4
ORD_02279,5
ORD_02280,5
ORD_02281,3
ORD_02282,4
ORD_02283,5
ORD_02284,5
ORD_02286,4
ORD_02289,5
ORD_02291,5
ORD_02292,2
ORD_02293,4
ORD_02294,5
ORD_02296,1
ORD_02297,5
ORD_02298,5
ORD_02302,3
ORD_02303,5
ORD_02304,5
ORD_02309,5
ORD_02310,2
ORD_02311,2
ORD_02313,5
ORD_02314,3
ORD_02315,5
ORD_02316,4
ORD_02317,3
ORD_02318,4
ORD_02319,3
ORD_02320,3
ORD_02322,4
ORD_02324,1
ORD_02325,5
ORD_02326,5
ORD_02327,1
ORD_02330,5
ORD_02331,5
ORD_02332,4
ORD_02333,3
ORD_02334,3
ORD_02335,4
ORD_02336,3
ORD_02337,3
ORD_02344,4
ORD_02345,5
ORD_02346,1
ORD_02347,5
ORD_02348,4
ORD_02349,5
ORD_02350,3
ORD_02351,3
ORD_02352,5
ORD_02355,1
ORD_02357,3
ORD_02358,5
ORD_02360,4
ORD_02362,5
ORD_02363,5
ORD_02365,5
ORD_02366,4
ORD_02367,3
ORD_02368,3
ORD_02370,1
ORD_02371,5
ORD_02372,3
ORD_02373,1
ORD_02375,4
ORD_02376,1
ORD_02377,4
ORD_02379,3
ORD_02384,3
ORD_02385,4
ORD_02387,1
ORD_02388,5
ORD_02389,5
ORD_02391,1
ORD_02393,3
ORD_02394,5
ORD_02396,1
ORD_02397,5
ORD_02398,4
ORD_02399,4
ORD_02400,3
ORD_02403,4
ORD_02404,5
ORD_02405,2
ORD_02406,4
ORD_02407,5
ORD_02410,4
ORD_02411,1
ORD_02412,4
