order_id,user_id,order_amount,promised_time_mins,order_date,actual_delivery_mins,rating,city,signup_date,is_good_experience,is_high_value
ORD_00165,U_01782,826,60,2024-01-22,55.0,4.0,Chennai,2023-12-15,True,True
ORD_00167,U_01420,2042,30,2024-01-19,23.0,5.0,Hyderabad,2023-11-20,True,True
ORD_00179,U_03869,1550,30,2024-01-11,26.0,5.0,Bangalore,2024-01-15,True,True
ORD_00183,U_03078,4312,30,2024-01-10,26.0,5.0,Gurgaon,2024-01-28,True,True
ORD_00184,U_02683,4304,30,2024-01-05,23.0,5.0,Bangalore,2023-11-20,True,True
ORD_00200,U_04998,714,60,2024-01-10,14.0,5.0,Hyderabad,2023-12-02,True,True
ORD_00204,U_01278,3192,30,2024-01-29,27.0,5.0,Delhi,2023-12-01,True,True
ORD_00205,U_03834,2687,30,2024-01-13,16.0,5.0,Mumbai,2023-11-14,True,True
ORD_00216,U_01683,3197,30,2024-01-04,21.0,4.0,Hyderabad,2023-12-08,True,True
ORD_00227,U_02389,4020,30,2024-01-24,15.0,5.0,Chennai,2023-12-23,True,True
ORD_00228,U_02320,3317,30,2024-01-17,22.0,5.0,Mumbai,2023-11-06,True,True
ORD_00230,U_01610,943,60,2024-01-03,24.0,5.0,Delhi,2024-01-20,True,True
ORD_00231,U_04989,1495,30,2024-01-03,16.0,4.0,Delhi,2023-11-11,True,True
ORD_00232,U_02503,3423,30,2024-01-28,21.0,5.0,Gurgaon,2023-11-04,True,True
ORD_00234,U_04994,3983,30,2024-01-21,20.0,5.0,Chennai,2024-01-11,True,True
ORD_00238,U_01287,396,45,2024-01-27,12.0,4.0,Chennai,2024-01-27,True,True
ORD_00239,U_03592,1299,30,2024-01-30,21.0,4.0,Delhi,2023-12-02,True,True
ORD_00240,U_02348,1710,30,2024-01-05,14.0,4.0,Delhi,2023-12-11,True,True
ORD_00246,U_02252,4091,30,2024-01-04,25.0,5.0,Mumbai,2023-12-24,True,True
ORD_00254,U_02823,568,45,2024-01-13,33.0,5.0,Gurgaon,2023-12-21,True,True
ORD_00260,U_02629,639,30,2024-01-08,27.0,4.0,Mumbai,2024-01-01,True,True
ORD_00271,U_02699,755,60,2024-01-29,47.0,4.0,Mumbai,2023-12-30,True,True
ORD_00272,U_04135,997,60,2024-01-23,47.0,5.0,Mumbai,2024-01-09,True,True
ORD_00274,U_00645,1018,45,2024-01-30,20.0,5.0,Mumbai,2023-12-28,True,True
ORD_00275,U_01459,1440,60,2024-01-26,42.0,4.0,Hyderabad,2023-12-18,True,True
ORD_00278,U_02656,380,45,2024-01-13,13.0,4.0,Bangalore,2023-11-09,True,True
ORD_00280,U_03431,3347,30,2024-01-28,15.0,4.0,Mumbai,2023-12-06,True,True
ORD_00284,U_01771,4916,30,2024-01-16,16.0,4.0,Bangalore,2023-12-13,True,True
ORD_00285,U_01954,269,30,2024-01-16,20.0,4.0,Delhi,2024-01-25,True,True
ORD_00299,U_04321,1577,30,2024-01-02,28.0,5.0,Delhi,2024-01-02,True,True
ORD_00313,U_04031,724,45,2024-01-19,23.0,5.0,Chennai,2023-12-08,True,True
ORD_00320,U_03807,806,30,2024-01-25,16.0,5.0,Bangalore,2023-12-05,True,True
ORD_00324,U_02229,3397,30,2024-01-04,15.0,5.0,Mumbai,2024-01-25,True,True
ORD_00325,U_03934,918,30,2024-01-27,11.0,4.0,Chennai,2023-11-29,True,True
ORD_00328,U_01796,4224,30,2024-01-03,25.0,4.0,Delhi,2023-12-02,True,True
ORD_00329,U_02376,277,60,2024-01-15,41.0,5.0,Mumbai,2024-01-14,True,True
ORD_00331,U_00840,1697,45,2024-01-14,21.0,4.0,Gurgaon,2023-11-19,True,True
ORD_00336,U_01102,585,60,2024-01-09,17.0,5.0,Mumbai,2023-11-15,True,True
ORD_00338,U_03652,2657,30,2024-01-29,17.0,4.0,Chennai,2023-12-29,True,True
ORD_00350,U_02163,2165,30,2024-01-14,20.0,5.0,Hyderabad,2023-12-24,True,True
ORD_00352,U_03179,4647,30,2024-01-29,22.0,4.0,Bangalore,2023-11-03,True,True
ORD_00358,U_02673,4299,30,2024-01-09,22.0,4.0,Chennai,2023-11-25,True,True
ORD_00360,U_00042,754,45,2024-01-04,27.0,4.0,Hyderabad,2024-01-12,True,True
ORD_00369,U_01683,4043,30,2024-01-03,15.0,4.0,Hyderabad,2023-12-08,True,True
ORD_00381,U_02447,4458,30,2024-01-14,17.0,5.0,Gurgaon,2023-12-25,True,True
ORD_00384,U_02389,4773,30,2024-01-19,18.0,5.0,Chennai,2023-12-23,True,True
ORD_00386,U_03132,1777,45,2024-01-21,41.0,5.0,Hyderabad,2023-11-20,True,True
ORD_00388,U_02312,338,30,2024-01-20,18.0,5.0,Mumbai,2023-12-07,True,True
ORD_00390,U_02645,1305,45,2024-01-16,36.0,4.0,Delhi,2024-01-05,True,True
ORD_00391,U_03341,2289,30,2024-01-29,21.0,4.0,Delhi,2023-12-28,True,True
ORD_00392,U_04743,357,30,2024-01-14,17.0,5.0,Chennai,2024-01-29,True,True
ORD_00397,U_00885,1778,30,2024-01-15,14.0,5.0,Mumbai,2023-12-07,True,True
ORD_00398,U_02045,2926,30,2024-01-12,26.0,5.0,Chennai,2023-11-28,True,True
ORD_00400,U_04245,583,60,2024-01-14,42.0,4.0,Hyderabad,2023-12-03,True,True
ORD_00405,U_00592,4502,30,2024-01-31,21.0,5.0,Gurgaon,2023-11-26,True,True
ORD_00414,U_00778,671,45,2024-01-22,20.0,4.0,Bangalore,2023-11-15,True,True
ORD_00422,U_00084,4534,30,2024-01-13,20.0,5.0,Mumbai,2023-11-09,True,True
ORD_00423,U_03595,1696,30,2024-01-06,21.0,4.0,Chennai,2023-12-23,True,True
ORD_00424,U_01103,2703,30,2024-01-18,25.0,5.0,Gurgaon,2023-11-12,True,True
ORD_00425,U_01820,2533,30,2024-01-29,25.0,5.0,Bangalore,2024-01-23,True,True
ORD_00437,U_04994,4773,30,2024-01-03,20.0,5.0,Chennai,2024-01-11,True,True
ORD_00441,U_02317,372,60,2024-01-03,33.0,4.0,Bangalore,2023-12-04,True,True
ORD_00444,U_02397,2957,30,2024-01-06,26.0,5.0,Gurgaon,2023-11-17,True,True
ORD_00455,U_00475,304,30,2024-01-01,20.0,5.0,Chennai,2023-11-27,True,True
ORD_00461,U_00930,345,45,2024-01-04,21.0,5.0,Chennai,2023-11-26,True,True
ORD_00462,U_00881,1537,45,2024-01-29,36.0,4.0,Delhi,2023-12-22,True,True
ORD_00467,U_00595,3614,30,2024-01-01,16.0,4.0,Bangalore,2023-12-22,True,True
ORD_00473,U_04585,297,30,2024-01-03,25.0,5.0,Hyderabad,2023-11-01,True,True
ORD_00476,U_00363,238,30,2024-01-26,11.0,4.0,Mumbai,2023-11-29,True,True
ORD_00478,U_03639,2891,30,2024-01-23,27.0,4.0,Mumbai,2023-12-03,True,True
ORD_00496,U_04799,2929,30,2024-01-30,15.0,5.0,Bangalore,2023-12-08,True,True
ORD_00498,U_01612,3038,30,2024-01-01,19.0,5.0,Delhi,2023-11-09,True,True
ORD_00502,U_02578,2409,30,2024-01-18,25.0,5.0,Chennai,2023-11-08,True,True
ORD_00514,U_04328,3396,30,2024-01-06,24.0,5.0,Chennai,2023-12-04,True,True
ORD_00517,U_01765,3917,30,2024-01-31,19.0,5.0,Gurgaon,2024-01-29,True,True
ORD_00520,U_02205,150,30,2024-01-31,14.0,4.0,Gurgaon,2024-01-16,True,True
ORD_00528,U_03094,1533,45,2024-01-25,37.0,4.0,Chennai,2023-11-04,True,True
ORD_00531,U_02870,1098,30,2024-01-11,29.0,4.0,Mumbai,2023-12-05,True,True
ORD_00533,U_03000,1227,30,2024-01-14,27.0,5.0,Hyderabad,2023-11-10,True,True
ORD_00535,U_02578,3839,30,2024-01-10,19.0,5.0,Chennai,2023-11-08,True,True
ORD_00545,U_02248,815,45,2024-01-25,41.0,5.0,Delhi,2023-12-19,True,True
ORD_00547,U_03058,949,30,2024-01-29,14.0,4.0,Bangalore,2023-12-29,True,True
ORD_00557,U_03529,3634,30,2024-01-21,25.0,5.0,Bangalore,2023-11-14,True,True
ORD_00570,U_04750,2949,30,2024-01-03,26.0,5.0,Chennai,2023-11-20,True,True
ORD_00571,U_02336,3557,30,2024-01-26,24.0,5.0,Mumbai,2023-11-30,True,True
ORD_00574,U_03526,1570,60,2024-01-07,55.0,4.0,Hyderabad,2023-11-28,True,True
ORD_00585,U_00780,2375,30,2024-01-11,21.0,5.0,Chennai,2024-01-02,True,True
ORD_00588,U_03146,3533,30,2024-01-06,20.0,5.0,Bangalore,2023-12-15,True,True
ORD_00590,U_02255,4761,30,2024-01-14,17.0,4.0,Bangalore,2023-12-24,True,True
ORD_00591,U_04602,3929,30,2024-01-26,24.0,4.0,Chennai,2023-11-11,True,True
ORD_00602,U_02578,4982,30,2024-01-11,19.0,4.0,Chennai,2023-11-08,True,True
ORD_00609,U_01298,2688,30,2024-01-30,15.0,5.0,Chennai,2023-12-18,True,True
ORD_00611,U_03343,4281,30,2024-01-08,23.0,4.0,Hyderabad,2023-12-29,True,True
ORD_00614,U_02397,4227,30,2024-01-18,15.0,5.0,Gurgaon,2023-11-17,True,True
ORD_00619,U_03277,509,60,2024-01-13,24.0,4.0,Chennai,2023-11-08,True,True
ORD_00620,U_03668,1246,45,2024-01-24,29.0,4.0,Hyderabad,2023-11-15,True,True
ORD_00624,U_01921,3328,30,2024-01-03,17.0,5.0,Bangalore,2023-12-19,True,True
ORD_00625,U_04799,2740,30,2024-01-27,23.0,4.0,Bangalore,2023-12-08,True,True
ORD_00627,U_00296,1345,60,2024-01-13,39.0,5.0,Delhi,2023-11-13,True,True
ORD_00636,U_01498,106,30,2024-01-19,20.0,5.0,Chennai,2023-12-26,True,True
ORD_00643,U_03748,3717,30,2024-01-22,18.0,5.0,Delhi,2023-11-28,True,True
ORD_00645,U_03779,4268,30,2024-01-09,24.0,4.0,Gurgaon,2023-11-12,True,True
ORD_00655,U_02860,3081,30,2024-01-09,18.0,4.0,Hyderabad,2023-11-18,True,True
ORD_00658,U_02306,395,60,2024-01-08,32.0,4.0,Delhi,2023-11-16,True,True
ORD_00666,U_01310,2231,30,2024-01-04,23.0,5.0,Hyderabad,2023-11-02,True,True
ORD_00673,U_03889,373,45,2024-01-08,27.0,5.0,Gurgaon,2023-12-08,True,True
ORD_00678,U_00648,771,45,2024-01-30,17.0,5.0,Chennai,2023-11-12,True,True
ORD_00680,U_02911,980,30,2024-01-17,23.0,5.0,Gurgaon,2023-11-05,True,True
ORD_00686,U_03776,2754,30,2024-01-12,27.0,5.0,Mumbai,2024-01-18,True,True
ORD_00689,U_03480,3417,30,2024-01-24,21.0,5.0,Bangalore,2024-01-10,True,True
ORD_00700,U_03535,1102,60,2024-01-02,11.0,4.0,Mumbai,2023-12-09,True,True
ORD_00702,U_03045,2957,30,2024-01-20,19.0,4.0,Mumbai,2024-01-17,True,True
ORD_00704,U_04666,2177,30,2024-01-28,18.0,5.0,Hyderabad,2024-01-01,True,True
ORD_00715,U_03826,151,45,2024-01-27,28.0,4.0,Chennai,2023-12-29,True,True
ORD_00718,U_03385,1511,45,2024-01-06,35.0,4.0,Mumbai,2024-01-24,True,True
ORD_00726,U_04366,1791,45,2024-01-17,36.0,4.0,Hyderabad,2024-01-14,True,True
ORD_00728,U_01310,3787,30,2024-01-09,26.0,5.0,Hyderabad,2023-11-02,True,True
ORD_00742,U_00013,3819,30,2024-01-02,20.0,5.0,Chennai,2023-11-24,True,True
ORD_00749,U_00492,3792,30,2024-01-07,24.0,5.0,Gurgaon,2024-01-02,True,True
ORD_00753,U_04100,414,60,2024-01-26,54.0,5.0,Hyderabad,2023-11-07,True,True
ORD_00756,U_04180,3452,30,2024-01-02,21.0,5.0,Hyderabad,2023-12-02,True,True
ORD_00763,U_01690,1131,30,2024-01-02,11.0,5.0,Bangalore,2023-12-19,True,True
ORD_00765,U_04603,2419,30,2024-01-22,17.0,4.0,Gurgaon,2023-11-25,True,True
ORD_00767,U_02652,892,45,2024-01-20,37.0,4.0,Hyderabad,2023-12-05,True,True
ORD_00772,U_04397,1507,30,2024-01-16,26.0,5.0,Gurgaon,2023-12-11,True,True
ORD_00789,U_00400,4533,30,2024-01-25,23.0,4.0,Gurgaon,2023-12-23,True,True
ORD_00792,U_03893,2783,30,2024-01-09,27.0,4.0,Delhi,2024-01-11,True,True
ORD_00793,U_00792,1609,30,2024-01-31,16.0,4.0,Hyderabad,2023-11-25,True,True
ORD_00811,U_00798,4111,30,2024-01-06,19.0,5.0,Hyderabad,2023-11-21,True,True
ORD_00812,U_00886,1791,45,2024-01-09,11.0,5.0,Mumbai,2024-01-24,True,True
ORD_00814,U_02431,242,60,2024-01-12,58.0,4.0,Bangalore,2023-11-11,True,True
ORD_00815,U_03187,1280,30,2024-01-24,15.0,4.0,Chennai,2023-12-23,True,True
ORD_00818,U_03519,2269,30,2024-01-04,25.0,4.0,Bangalore,2023-11-05,True,True
ORD_00832,U_01268,687,60,2024-01-23,41.0,4.0,Hyderabad,2023-12-24,True,True
ORD_00839,U_00254,3757,30,2024-01-26,26.0,5.0,Gurgaon,2023-11-10,True,True
ORD_00848,U_02542,951,30,2024-01-05,24.0,4.0,Hyderabad,2023-12-10,True,True
ORD_00852,U_04202,3111,30,2024-01-15,21.0,5.0,Delhi,2024-01-05,True,True
ORD_00860,U_04634,2577,30,2024-01-28,21.0,5.0,Mumbai,2023-11-24,True,True
ORD_00865,U_03374,965,30,2024-01-12,27.0,4.0,Bangalore,2024-01-06,True,True
ORD_00875,U_04314,1738,45,2024-01-11,28.0,5.0,Hyderabad,2023-11-30,True,True
ORD_00877,U_03273,3083,30,2024-01-18,18.0,4.0,Delhi,2024-01-20,True,True
ORD_00892,U_01916,3934,30,2024-01-07,15.0,4.0,Mumbai,2023-11-14,True,True
ORD_00894,U_02585,1665,45,2024-01-31,20.0,5.0,Hyderabad,2023-12-16,True,True
ORD_00897,U_02460,4264,30,2024-01-11,24.0,5.0,Chennai,2024-01-17,True,True
ORD_00900,U_03776,3947,30,2024-01-16,26.0,5.0,Mumbai,2024-01-18,True,True
ORD_00913,U_03919,2858,30,2024-01-02,23.0,5.0,Bangalore,2023-12-21,True,True
ORD_00919,U_03705,2687,30,2024-01-20,23.0,5.0,Delhi,2023-12-09,True,True
ORD_00923,U_02954,4752,30,2024-01-19,22.0,5.0,Chennai,2023-12-15,True,True
ORD_00928,U_00527,3319,30,2024-01-20,18.0,5.0,Gurgaon,2024-01-20,True,True
ORD_00934,U_02930,2869,30,2024-01-26,26.0,5.0,Chennai,2023-11-12,True,True
ORD_00947,U_00200,3039,30,2024-01-26,17.0,5.0,Bangalore,2023-11-17,True,True
ORD_00950,U_02957,2356,30,2024-01-04,23.0,5.0,Mumbai,2024-01-16,True,True
ORD_00951,U_01097,2663,30,2024-01-07,22.0,5.0,Chennai,2023-12-24,True,True
ORD_00956,U_03804,2087,30,2024-01-05,21.0,4.0,Gurgaon,2023-11-04,True,True
ORD_00960,U_04063,2223,30,2024-01-09,17.0,5.0,Delhi,2024-01-02,True,True
ORD_00964,U_00601,2426,30,2024-01-22,16.0,4.0,Bangalore,2024-01-02,True,True
ORD_00965,U_04159,4465,30,2024-01-14,23.0,5.0,Gurgaon,2023-11-29,True,True
ORD_00966,U_03834,4903,30,2024-01-31,16.0,5.0,Mumbai,2023-11-14,True,True
ORD_00967,U_00484,396,60,2024-01-28,57.0,4.0,Chennai,2024-01-04,True,True
ORD_00971,U_04215,1453,60,2024-01-22,31.0,4.0,Hyderabad,2023-12-31,True,True
ORD_00975,U_01729,204,45,2024-01-20,33.0,4.0,Mumbai,2024-01-23,True,True
ORD_00976,U_00112,1037,45,2024-01-20,38.0,4.0,Chennai,2023-11-04,True,True
ORD_00984,U_04820,2590,30,2024-01-07,21.0,5.0,Mumbai,2023-12-07,True,True
ORD_00985,U_01636,794,60,2024-01-12,47.0,4.0,Bangalore,2023-12-11,True,True
ORD_00986,U_00656,587,30,2024-01-25,29.0,4.0,Gurgaon,2023-11-27,True,True
ORD_00990,U_04033,1317,45,2024-01-12,36.0,4.0,Delhi,2024-01-28,True,True
ORD_01002,U_04985,2668,30,2024-01-14,22.0,5.0,Mumbai,2023-11-21,True,True
ORD_01007,U_02773,1183,45,2024-01-14,13.0,4.0,Delhi,2024-01-26,True,True
ORD_01011,U_00501,2507,30,2024-01-23,23.0,4.0,Gurgaon,2023-12-09,True,True
ORD_01016,U_04020,4427,30,2024-01-23,20.0,5.0,Bangalore,2024-01-07,True,True
ORD_01025,U_03484,3875,30,2024-01-18,15.0,4.0,Gurgaon,2023-11-06,True,True
ORD_01029,U_00029,608,30,2024-01-19,17.0,5.0,Gurgaon,2024-01-27,True,True
ORD_01034,U_03480,3226,30,2024-01-31,21.0,4.0,Bangalore,2024-01-10,True,True
ORD_01039,U_00646,4025,30,2024-01-31,25.0,5.0,Delhi,2024-01-07,True,True
ORD_01040,U_04566,2125,30,2024-01-04,18.0,5.0,Gurgaon,2023-12-20,True,True
ORD_01046,U_02519,2442,30,2024-01-08,15.0,5.0,Chennai,2023-11-27,True,True
ORD_01066,U_02687,4658,30,2024-01-21,25.0,4.0,Delhi,2023-12-20,True,True
ORD_01067,U_02878,1323,60,2024-01-26,11.0,4.0,Gurgaon,2023-12-28,True,True
ORD_01068,U_03114,3423,30,2024-01-10,26.0,5.0,Bangalore,2024-01-02,True,True
ORD_01079,U_00985,2914,30,2024-01-15,15.0,5.0,Hyderabad,2024-01-15,True,True
ORD_01083,U_04282,637,45,2024-01-20,32.0,5.0,Chennai,2024-01-15,True,True
ORD_01088,U_00326,640,30,2024-01-11,23.0,4.0,Hyderabad,2023-12-18,True,True
ORD_01098,U_04003,482,30,2024-01-17,27.0,5.0,Gurgaon,2023-12-31,True,True
ORD_01103,U_03615,483,30,2024-01-28,26.0,4.0,Chennai,2024-01-06,True,True
ORD_01118,U_02106,3602,30,2024-01-12,18.0,5.0,Delhi,2023-12-26,True,True
ORD_01124,U_01751,2293,30,2024-01-19,26.0,5.0,Mumbai,2023-12-11,True,True
ORD_01125,U_03708,4788,30,2024-01-09,22.0,5.0,Chennai,2023-11-05,True,True
ORD_01126,U_00065,4660,30,2024-01-17,26.0,5.0,Gurgaon,2023-11-24,True,True
ORD_01140,U_01462,903,30,2024-01-20,17.0,4.0,Mumbai,2023-11-18,True,True
ORD_01141,U_03189,1720,30,2024-01-17,10.0,4.0,Gurgaon,2024-01-15,True,True
ORD_01144,U_01760,4682,30,2024-01-11,24.0,5.0,Hyderabad,2023-12-24,True,True
ORD_01147,U_03341,2729,30,2024-01-19,21.0,5.0,Delhi,2023-12-28,True,True
ORD_01148,U_02742,3642,30,2024-01-15,17.0,4.0,Gurgaon,2024-01-26,True,True
ORD_01156,U_02964,4934,30,2024-01-17,18.0,5.0,Mumbai,2023-11-22,True,True
ORD_01169,U_03095,3251,30,2024-01-03,24.0,5.0,Mumbai,2024-01-23,True,True
ORD_01170,U_01031,2254,30,2024-01-10,23.0,5.0,Chennai,2024-01-17,True,True
ORD_01173,U_04060,1622,30,2024-01-29,15.0,5.0,Delhi,2023-12-22,True,True
ORD_01188,U_02982,2867,30,2024-01-17,17.0,5.0,Hyderabad,2024-01-23,True,True
ORD_01193,U_02592,2885,30,2024-01-24,15.0,4.0,Chennai,2023-11-27,True,True
ORD_01208,U_04266,1020,45,2024-01-26,22.0,4.0,Chennai,2024-01-12,True,True
ORD_01210,U_03339,1420,30,2024-01-07,11.0,5.0,Delhi,2023-11-27,True,True
ORD_01218,U_02801,180,60,2024-01-30,54.0,4.0,Chennai,2023-11-02,True,True
ORD_01220,U_03045,4865,30,2024-01-20,19.0,5.0,Mumbai,2024-01-17,True,True
ORD_01228,U_00543,4969,30,2024-01-20,27.0,4.0,Chennai,2024-01-20,True,True
ORD_01245,U_01738,4832,30,2024-01-15,20.0,4.0,Mumbai,2024-01-06,True,True
ORD_01247,U_01352,1768,60,2024-01-28,59.0,5.0,Gurgaon,2024-01-03,True,True
ORD_01251,U_02473,499,60,2024-01-01,30.0,4.0,Mumbai,2024-01-19,True,True
ORD_01253,U_00182,3105,30,2024-01-01,26.0,4.0,Mumbai,2023-11-08,True,True
ORD_01254,U_02211,738,45,2024-01-10,18.0,5.0,Gurgaon,2023-12-22,True,True
ORD_01257,U_04550,521,60,2024-01-17,59.0,5.0,Hyderabad,2023-12-30,True,True
ORD_01263,U_03967,1655,60,2024-01-15,40.0,4.0,Delhi,2024-01-13,True,True
ORD_01265,U_00380,1725,45,2024-01-08,25.0,5.0,Chennai,2024-01-17,True,True
ORD_01270,U_00545,1176,30,2024-01-03,12.0,4.0,Bangalore,2023-12-02,True,True
ORD_01272,U_04022,1737,30,2024-01-16,25.0,5.0,Hyderabad,2023-12-30,True,True
ORD_01273,U_02252,3440,30,2024-01-15,20.0,5.0,Mumbai,2023-12-24,True,True
ORD_01276,U_00503,3968,30,2024-01-28,21.0,4.0,Hyderabad,2024-01-03,True,True
ORD_01279,U_02286,1247,30,2024-01-17,27.0,4.0,Hyderabad,2023-11-29,True,True
ORD_01290,U_00902,4094,30,2024-01-22,18.0,4.0,Gurgaon,2024-01-01,True,True
ORD_01295,U_02798,2752,30,2024-01-07,19.0,5.0,Bangalore,2023-11-03,True,True
ORD_01299,U_03907,158,30,2024-01-07,20.0,4.0,Hyderabad,2024-01-17,True,True
ORD_01303,U_01697,4146,30,2024-01-22,27.0,5.0,Mumbai,2024-01-22,True,True
ORD_01312,U_00492,4752,30,2024-01-31,24.0,4.0,Gurgaon,2024-01-02,True,True
ORD_01321,U_00522,508,45,2024-01-17,41.0,5.0,Mumbai,2023-12-26,True,True
ORD_01324,U_04180,4994,30,2024-01-20,15.0,5.0,Hyderabad,2023-12-02,True,True
ORD_01325,U_02342,199,45,2024-01-01,16.0,5.0,Hyderabad,2024-01-04,True,True
ORD_01330,U_03546,4772,30,2024-01-14,15.0,4.0,Gurgaon,2023-11-16,True,True
ORD_01337,U_04138,3281,30,2024-01-29,24.0,5.0,Hyderabad,2023-12-30,True,True
ORD_01344,U_02929,1119,30,2024-01-09,18.0,4.0,Gurgaon,2024-01-16,True,True
ORD_01346,U_02443,1736,30,2024-01-02,24.0,5.0,Hyderabad,2023-11-16,True,True
ORD_01349,U_03669,4619,30,2024-01-10,26.0,5.0,Hyderabad,2023-11-07,True,True
ORD_01351,U_01697,3284,30,2024-01-23,18.0,4.0,Mumbai,2024-01-22,True,True
ORD_01353,U_03888,4978,30,2024-01-07,24.0,5.0,Delhi,2023-11-07,True,True
ORD_01357,U_01230,3695,30,2024-01-28,27.0,5.0,Bangalore,2023-12-27,True,True
ORD_01360,U_00169,706,60,2024-01-08,23.0,4.0,Bangalore,2023-12-21,True,True
ORD_01362,U_04487,3659,30,2024-01-05,21.0,5.0,Delhi,2023-12-19,True,True
ORD_01365,U_00235,684,30,2024-01-25,16.0,4.0,Chennai,2024-01-26,True,True
ORD_01370,U_00562,3684,30,2024-01-29,23.0,4.0,Hyderabad,2024-01-20,True,True
ORD_01371,U_03403,4146,30,2024-01-09,15.0,5.0,Hyderabad,2024-01-18,True,True
ORD_01372,U_01697,2267,30,2024-01-20,15.0,4.0,Mumbai,2024-01-22,True,True
ORD_01373,U_02043,4477,30,2024-01-25,19.0,5.0,Mumbai,2023-12-22,True,True
ORD_01380,U_03721,751,60,2024-01-11,34.0,5.0,Hyderabad,2023-12-19,True,True
ORD_01388,U_00668,3963,30,2024-01-29,25.0,5.0,Bangalore,2023-12-22,True,True
ORD_01391,U_00444,3898,30,2024-01-22,18.0,4.0,Bangalore,2023-11-12,True,True
ORD_01395,U_03085,2895,30,2024-01-22,16.0,5.0,Gurgaon,2023-12-25,True,True
ORD_01407,U_03449,957,45,2024-01-16,44.0,5.0,Gurgaon,2023-12-30,True,True
ORD_01408,U_02672,1058,30,2024-01-08,13.0,4.0,Hyderabad,2023-11-19,True,True
ORD_01415,U_02455,358,45,2024-01-04,31.0,4.0,Bangalore,2024-01-26,True,True
ORD_01417,U_03063,188,60,2024-01-13,22.0,5.0,Hyderabad,2024-01-29,True,True
ORD_01434,U_00689,3489,30,2024-01-04,23.0,5.0,Chennai,2023-12-23,True,True
ORD_01436,U_04901,1249,60,2024-01-20,28.0,4.0,Gurgaon,2024-01-29,True,True
ORD_01441,U_00132,4765,30,2024-01-19,26.0,4.0,Chennai,2024-01-29,True,True
